,Username,Round,Vote_From,Vote_Amount,Round_Winner,Total_Votes,ENS,Address
0,@hollyherndon,20,@matdryhurst,2190.0,True,7982,holly.mirror.xyz,0xa62e8d6d73b44b127efb8a094d050e7982ef8210
1,@hollyherndon,20,@jondashkyle,1190.0,True,7982,holly.mirror.xyz,0xa62e8d6d73b44b127efb8a094d050e7982ef8210
2,@hollyherndon,20,@codybrown,850.0,True,7982,holly.mirror.xyz,0xa62e8d6d73b44b127efb8a094d050e7982ef8210
3,@hollyherndon,20,@LEAVINGRECORDS,520.0,True,7982,holly.mirror.xyz,0xa62e8d6d73b44b127efb8a094d050e7982ef8210
4,@hollyherndon,20,@john_c_palmer,500.0,True,7982,holly.mirror.xyz,0xa62e8d6d73b44b127efb8a094d050e7982ef8210
5,@hollyherndon,20,@MPtherealMVP,370.0,True,7982,holly.mirror.xyz,0xa62e8d6d73b44b127efb8a094d050e7982ef8210
6,@hollyherndon,20,@teendaze,350.0,True,7982,holly.mirror.xyz,0xa62e8d6d73b44b127efb8a094d050e7982ef8210
7,@hollyherndon,20,@JackSpallone,350.0,True,7982,holly.mirror.xyz,0xa62e8d6d73b44b127efb8a094d050e7982ef8210
8,@hollyherndon,20,@billyrennekamp,300.0,True,7982,holly.mirror.xyz,0xa62e8d6d73b44b127efb8a094d050e7982ef8210
9,@hollyherndon,20,@quiettheory,250.0,True,7982,holly.mirror.xyz,0xa62e8d6d73b44b127efb8a094d050e7982ef8210
10,@hollyherndon,20,@FWBtweets,250.0,True,7982,holly.mirror.xyz,0xa62e8d6d73b44b127efb8a094d050e7982ef8210
11,@hollyherndon,20,@stephenpdiesel,150.0,True,7982,holly.mirror.xyz,0xa62e8d6d73b44b127efb8a094d050e7982ef8210
12,@hollyherndon,20,@catalogworks,120.0,True,7982,holly.mirror.xyz,0xa62e8d6d73b44b127efb8a094d050e7982ef8210
13,@hollyherndon,20,@______jpg______,100.0,True,7982,holly.mirror.xyz,0xa62e8d6d73b44b127efb8a094d050e7982ef8210
14,@hollyherndon,20,@mybellalogica,100.0,True,7982,holly.mirror.xyz,0xa62e8d6d73b44b127efb8a094d050e7982ef8210
15,@hollyherndon,20,@mikemckain_,100.0,True,7982,holly.mirror.xyz,0xa62e8d6d73b44b127efb8a094d050e7982ef8210
16,@hollyherndon,20,@Houses,100.0,True,7982,holly.mirror.xyz,0xa62e8d6d73b44b127efb8a094d050e7982ef8210
17,@hollyherndon,20,@beaugunderson,65.0,True,7982,holly.mirror.xyz,0xa62e8d6d73b44b127efb8a094d050e7982ef8210
18,@hollyherndon,20,@jami_welch_,50.0,True,7982,holly.mirror.xyz,0xa62e8d6d73b44b127efb8a094d050e7982ef8210
19,@hollyherndon,20,@jzstern,20.0,True,7982,holly.mirror.xyz,0xa62e8d6d73b44b127efb8a094d050e7982ef8210
20,@hollyherndon,20,@loftradio_,20.0,True,7982,holly.mirror.xyz,0xa62e8d6d73b44b127efb8a094d050e7982ef8210
21,@hollyherndon,20,@doesare,15.0,True,7982,holly.mirror.xyz,0xa62e8d6d73b44b127efb8a094d050e7982ef8210
22,@hollyherndon,20,@tinymixtapes,10.0,True,7982,holly.mirror.xyz,0xa62e8d6d73b44b127efb8a094d050e7982ef8210
23,@hollyherndon,20,@ran_dom,5.0,True,7982,holly.mirror.xyz,0xa62e8d6d73b44b127efb8a094d050e7982ef8210
24,@hollyherndon,20,@TaylorSizem_re,5.0,True,7982,holly.mirror.xyz,0xa62e8d6d73b44b127efb8a094d050e7982ef8210
25,@hollyherndon,20,@moredillon,2.0,True,7982,holly.mirror.xyz,0xa62e8d6d73b44b127efb8a094d050e7982ef8210
26,@gabriellemic,20,@jacksondame,1321.0,True,7430,gabriellemic.mirror.xyz,0xbc62985faabed27a8f174cbd5ea1ee7b1ed8fc12
27,@gabriellemic,20,@themintfund,1080.0,True,7430,gabriellemic.mirror.xyz,0xbc62985faabed27a8f174cbd5ea1ee7b1ed8fc12
28,@gabriellemic,20,@Yazanator,1030.0,True,7430,gabriellemic.mirror.xyz,0xbc62985faabed27a8f174cbd5ea1ee7b1ed8fc12
29,@gabriellemic,20,@medhakothari,1000.0,True,7430,gabriellemic.mirror.xyz,0xbc62985faabed27a8f174cbd5ea1ee7b1ed8fc12
30,@gabriellemic,20,@bitsikka,830.0,True,7430,gabriellemic.mirror.xyz,0xbc62985faabed27a8f174cbd5ea1ee7b1ed8fc12
31,@gabriellemic,20,@annascarroll,500.0,True,7430,gabriellemic.mirror.xyz,0xbc62985faabed27a8f174cbd5ea1ee7b1ed8fc12
32,@gabriellemic,20,@Sim_Pop,490.0,True,7430,gabriellemic.mirror.xyz,0xbc62985faabed27a8f174cbd5ea1ee7b1ed8fc12
33,@gabriellemic,20,@she_256,460.0,True,7430,gabriellemic.mirror.xyz,0xbc62985faabed27a8f174cbd5ea1ee7b1ed8fc12
34,@gabriellemic,20,@gabriellemic,200.0,True,7430,gabriellemic.mirror.xyz,0xbc62985faabed27a8f174cbd5ea1ee7b1ed8fc12
35,@gabriellemic,20,@Nogoodtwts,178.0,True,7430,gabriellemic.mirror.xyz,0xbc62985faabed27a8f174cbd5ea1ee7b1ed8fc12
36,@gabriellemic,20,@MPtherealMVP,100.0,True,7430,gabriellemic.mirror.xyz,0xbc62985faabed27a8f174cbd5ea1ee7b1ed8fc12
37,@gabriellemic,20,@strangechances,95.0,True,7430,gabriellemic.mirror.xyz,0xbc62985faabed27a8f174cbd5ea1ee7b1ed8fc12
38,@gabriellemic,20,@JamesJohnBeck,50.0,True,7430,gabriellemic.mirror.xyz,0xbc62985faabed27a8f174cbd5ea1ee7b1ed8fc12
39,@gabriellemic,20,@chrismartz,25.0,True,7430,gabriellemic.mirror.xyz,0xbc62985faabed27a8f174cbd5ea1ee7b1ed8fc12
40,@gabriellemic,20,@zherring,20.0,True,7430,gabriellemic.mirror.xyz,0xbc62985faabed27a8f174cbd5ea1ee7b1ed8fc12
41,@gabriellemic,20,@pixlpa,20.0,True,7430,gabriellemic.mirror.xyz,0xbc62985faabed27a8f174cbd5ea1ee7b1ed8fc12
42,@gabriellemic,20,@nnnnicholas,20.0,True,7430,gabriellemic.mirror.xyz,0xbc62985faabed27a8f174cbd5ea1ee7b1ed8fc12
43,@gabriellemic,20,@c_lemp,10.0,True,7430,gabriellemic.mirror.xyz,0xbc62985faabed27a8f174cbd5ea1ee7b1ed8fc12
44,@gabriellemic,20,@MalthusJohn,1.0,True,7430,gabriellemic.mirror.xyz,0xbc62985faabed27a8f174cbd5ea1ee7b1ed8fc12
45,@GnosisGuild,20,@awkweb,1570.0,True,7101,no ens,
46,@GnosisGuild,20,@fishvote_,1040.0,True,7101,no ens,
47,@GnosisGuild,20,@keikreutler,1030.0,True,7101,no ens,
48,@GnosisGuild,20,@kneelingbus,800.0,True,7101,no ens,
49,@GnosisGuild,20,@daranda,560.0,True,7101,no ens,
50,@GnosisGuild,20,@john_c_palmer,390.0,True,7101,no ens,
51,@GnosisGuild,20,@Sim_Pop,350.0,True,7101,no ens,
52,@GnosisGuild,20,@notscottmoore,300.0,True,7101,no ens,
53,@GnosisGuild,20,@Iiterature,300.0,True,7101,no ens,
54,@GnosisGuild,20,@nnnnicholas,210.0,True,7101,no ens,
55,@GnosisGuild,20,@strangechances,200.0,True,7101,no ens,
56,@GnosisGuild,20,@billyrennekamp,140.0,True,7101,no ens,
57,@GnosisGuild,20,@goldenfiredo,90.0,True,7101,no ens,
58,@GnosisGuild,20,@samueldiamond,50.0,True,7101,no ens,
59,@GnosisGuild,20,@lanitrock,20.0,True,7101,no ens,
60,@GnosisGuild,20,@singareddynm,20.0,True,7101,no ens,
61,@GnosisGuild,20,@ckurdziel,19.0,True,7101,no ens,
62,@GnosisGuild,20,@Azrkhr,10.0,True,7101,no ens,
63,@GnosisGuild,20,@mattlovan,2.0,True,7101,no ens,
64,@banklessDAO,20,@Obstropolos,1120.0,True,7037,no ens,
65,@banklessDAO,20,@trent_vanepps,930.0,True,7037,no ens,
66,@banklessDAO,20,@StatefulWorks,660.0,True,7037,no ens,
67,@banklessDAO,20,@0x_Lucas,500.0,True,7037,no ens,
68,@banklessDAO,20,@stephenpdiesel,400.0,True,7037,no ens,
69,@banklessDAO,20,@masonnystrom,400.0,True,7037,no ens,
70,@banklessDAO,20,@belGIANgwaffles,300.0,True,7037,no ens,
71,@banklessDAO,20,@Cooopahtroopa,250.0,True,7037,no ens,
72,@banklessDAO,20,@spencernoon,250.0,True,7037,no ens,
73,@banklessDAO,20,@DHannum8,200.0,True,7037,no ens,
74,@banklessDAO,20,@andrewhong5297,200.0,True,7037,no ens,
75,@banklessDAO,20,@getty_hill,150.0,True,7037,no ens,
76,@banklessDAO,20,@strangechances,140.0,True,7037,no ens,
77,@banklessDAO,20,@Nogoodtwts,102.0,True,7037,no ens,
78,@banklessDAO,20,@FWBtweets,100.0,True,7037,no ens,
79,@banklessDAO,20,@ecrivaine_k,100.0,True,7037,no ens,
80,@banklessDAO,20,@stephensonhmatt,100.0,True,7037,no ens,
81,@banklessDAO,20,@RoninImperial,80.0,True,7037,no ens,
82,@banklessDAO,20,@mkriak,70.0,True,7037,no ens,
83,@banklessDAO,20,@serglotz,70.0,True,7037,no ens,
84,@banklessDAO,20,@beaugunderson,65.0,True,7037,no ens,
85,@banklessDAO,20,@Azrkhr,60.0,True,7037,no ens,
86,@banklessDAO,20,@29942611Amy,60.0,True,7037,no ens,
87,@banklessDAO,20,@like_a_bitcoin,60.0,True,7037,no ens,
88,@banklessDAO,20,@j_humenansky,50.0,True,7037,no ens,
89,@banklessDAO,20,@tracydetg,50.0,True,7037,no ens,
90,@banklessDAO,20,@zydetg,50.0,True,7037,no ens,
91,@banklessDAO,20,@ethan_ill,50.0,True,7037,no ens,
92,@banklessDAO,20,@WPeaster,50.0,True,7037,no ens,
93,@banklessDAO,20,@thisisthetruth,50.0,True,7037,no ens,
94,@banklessDAO,20,@Houses,50.0,True,7037,no ens,
95,@banklessDAO,20,@jwillmiller,40.0,True,7037,no ens,
96,@banklessDAO,20,@Tracy556677,30.0,True,7037,no ens,
97,@banklessDAO,20,@limindu1,30.0,True,7037,no ens,
98,@banklessDAO,20,@frogmonkee,30.0,True,7037,no ens,
99,@banklessDAO,20,@lwsnbaker,30.0,True,7037,no ens,
100,@banklessDAO,20,@riversidemetal1,20.0,True,7037,no ens,
101,@banklessDAO,20,@johnnysack33,20.0,True,7037,no ens,
102,@banklessDAO,20,@GuptaMusings,20.0,True,7037,no ens,
103,@banklessDAO,20,@catalogworks,10.0,True,7037,no ens,
104,@banklessDAO,20,@fkpxls,10.0,True,7037,no ens,
105,@banklessDAO,20,@natemodi,10.0,True,7037,no ens,
106,@banklessDAO,20,@Musfiq29870467,10.0,True,7037,no ens,
107,@banklessDAO,20,@cortesja,10.0,True,7037,no ens,
108,@banklessDAO,20,@RushVarela,10.0,True,7037,no ens,
109,@banklessDAO,20,@hvdsonofficial,5.0,True,7037,no ens,
110,@banklessDAO,20,@DecimalLove,5.0,True,7037,no ens,
111,@banklessDAO,20,@pswgnr,5.0,True,7037,no ens,
112,@banklessDAO,20,@selimimoberdorf,5.0,True,7037,no ens,
113,@banklessDAO,20,@Viar_io,5.0,True,7037,no ens,
114,@banklessDAO,20,@petra_fran,5.0,True,7037,no ens,
115,@banklessDAO,20,@mikedotexe,3.0,True,7037,no ens,
116,@banklessDAO,20,@TheTakenUser,3.0,True,7037,no ens,
117,@banklessDAO,20,@zachjabri,1.0,True,7037,no ens,
118,@banklessDAO,20,@wesleytate,1.0,True,7037,no ens,
119,@banklessDAO,20,@quiet_nani,1.0,True,7037,no ens,
120,@banklessDAO,20,@iodave,1.0,True,7037,no ens,
121,@KrauseHouseDAO,20,@benschecter,1530.0,True,7034,krausehouse.mirror.xyz,0x6b6ada1452e22bbd5764efa67a105cc20ae875d2
122,@KrauseHouseDAO,20,@jstn,1120.0,True,7034,krausehouse.mirror.xyz,0x6b6ada1452e22bbd5764efa67a105cc20ae875d2
123,@KrauseHouseDAO,20,@adamludwin,1050.0,True,7034,krausehouse.mirror.xyz,0x6b6ada1452e22bbd5764efa67a105cc20ae875d2
124,@KrauseHouseDAO,20,@dhof,1010.0,True,7034,krausehouse.mirror.xyz,0x6b6ada1452e22bbd5764efa67a105cc20ae875d2
