,Username,Round,Vote_From,Vote_Amount,Round_Winner,Total_Votes,ENS,Address
0,@hollyherndon,20,@matdryhurst,2190,TRUE,7982,holly.mirror.xyz,
1,@hollyherndon,20,@jondashkyle,1190,TRUE,7982,holly.mirror.xyz,
2,@hollyherndon,20,@codybrown,850,TRUE,7982,holly.mirror.xyz,
3,@hollyherndon,20,@LEAVINGRECORDS,520,TRUE,7982,holly.mirror.xyz,
4,@hollyherndon,20,@john_c_palmer,500,TRUE,7982,holly.mirror.xyz,
5,@hollyherndon,20,@MPtherealMVP,370,TRUE,7982,holly.mirror.xyz,
6,@hollyherndon,20,@teendaze,350,TRUE,7982,holly.mirror.xyz,
7,@hollyherndon,20,@JackSpallone,350,TRUE,7982,holly.mirror.xyz,
8,@hollyherndon,20,@billyrennekamp,300,TRUE,7982,holly.mirror.xyz,
9,@hollyherndon,20,@quiettheory,250,TRUE,7982,holly.mirror.xyz,
10,@hollyherndon,20,@FWBtweets,250,TRUE,7982,holly.mirror.xyz,
11,@hollyherndon,20,@stephenpdiesel,150,TRUE,7982,holly.mirror.xyz,
12,@hollyherndon,20,@catalogworks,120,TRUE,7982,holly.mirror.xyz,
13,@hollyherndon,20,@______jpg______,100,TRUE,7982,holly.mirror.xyz,
14,@hollyherndon,20,@mybellalogica,100,TRUE,7982,holly.mirror.xyz,
15,@hollyherndon,20,@mikemckain_,100,TRUE,7982,holly.mirror.xyz,
16,@hollyherndon,20,@Houses,100,TRUE,7982,holly.mirror.xyz,
17,@hollyherndon,20,@beaugunderson,65,TRUE,7982,holly.mirror.xyz,
18,@hollyherndon,20,@jami_welch_,50,TRUE,7982,holly.mirror.xyz,
19,@hollyherndon,20,@jzstern,20,TRUE,7982,holly.mirror.xyz,
20,@hollyherndon,20,@loftradio_,20,TRUE,7982,holly.mirror.xyz,
21,@hollyherndon,20,@doesare,15,TRUE,7982,holly.mirror.xyz,
22,@hollyherndon,20,@tinymixtapes,10,TRUE,7982,holly.mirror.xyz,
23,@hollyherndon,20,@ran_dom,5,TRUE,7982,holly.mirror.xyz,
24,@hollyherndon,20,@TaylorSizem_re,5,TRUE,7982,holly.mirror.xyz,
25,@hollyherndon,20,@moredillon,2,TRUE,7982,holly.mirror.xyz,
26,@gabriellemic,20,@jacksondame,1321,TRUE,7430,gabriellemic.mirror.xyz,
27,@gabriellemic,20,@themintfund,1080,TRUE,7430,gabriellemic.mirror.xyz,
28,@gabriellemic,20,@Yazanator,1030,TRUE,7430,gabriellemic.mirror.xyz,
29,@gabriellemic,20,@medhakothari,1000,TRUE,7430,gabriellemic.mirror.xyz,
30,@gabriellemic,20,@bitsikka,830,TRUE,7430,gabriellemic.mirror.xyz,
31,@gabriellemic,20,@annascarroll,500,TRUE,7430,gabriellemic.mirror.xyz,
32,@gabriellemic,20,@Sim_Pop,490,TRUE,7430,gabriellemic.mirror.xyz,
33,@gabriellemic,20,@she_256,460,TRUE,7430,gabriellemic.mirror.xyz,
34,@gabriellemic,20,@gabriellemic,200,TRUE,7430,gabriellemic.mirror.xyz,
35,@gabriellemic,20,@Nogoodtwts,178,TRUE,7430,gabriellemic.mirror.xyz,
36,@gabriellemic,20,@MPtherealMVP,100,TRUE,7430,gabriellemic.mirror.xyz,
37,@gabriellemic,20,@strangechances,95,TRUE,7430,gabriellemic.mirror.xyz,
38,@gabriellemic,20,@JamesJohnBeck,50,TRUE,7430,gabriellemic.mirror.xyz,
39,@gabriellemic,20,@chrismartz,25,TRUE,7430,gabriellemic.mirror.xyz,
40,@gabriellemic,20,@zherring,20,TRUE,7430,gabriellemic.mirror.xyz,
41,@gabriellemic,20,@pixlpa,20,TRUE,7430,gabriellemic.mirror.xyz,
42,@gabriellemic,20,@nnnnicholas,20,TRUE,7430,gabriellemic.mirror.xyz,
43,@gabriellemic,20,@c_lemp,10,TRUE,7430,gabriellemic.mirror.xyz,
44,@gabriellemic,20,@MalthusJohn,1,TRUE,7430,gabriellemic.mirror.xyz,
45,@GnosisGuild,20,@awkweb,1570,TRUE,7101,no ens,
46,@GnosisGuild,20,@fishvote_,1040,TRUE,7101,no ens,
47,@GnosisGuild,20,@keikreutler,1030,TRUE,7101,no ens,
48,@GnosisGuild,20,@kneelingbus,800,TRUE,7101,no ens,
49,@GnosisGuild,20,@daranda,560,TRUE,7101,no ens,
50,@GnosisGuild,20,@john_c_palmer,390,TRUE,7101,no ens,
51,@GnosisGuild,20,@Sim_Pop,350,TRUE,7101,no ens,
52,@GnosisGuild,20,@notscottmoore,300,TRUE,7101,no ens,
53,@GnosisGuild,20,@Iiterature,300,TRUE,7101,no ens,
54,@GnosisGuild,20,@nnnnicholas,210,TRUE,7101,no ens,
55,@GnosisGuild,20,@strangechances,200,TRUE,7101,no ens,
56,@GnosisGuild,20,@billyrennekamp,140,TRUE,7101,no ens,
57,@GnosisGuild,20,@goldenfiredo,90,TRUE,7101,no ens,
58,@GnosisGuild,20,@samueldiamond,50,TRUE,7101,no ens,
59,@GnosisGuild,20,@lanitrock,20,TRUE,7101,no ens,
60,@GnosisGuild,20,@singareddynm,20,TRUE,7101,no ens,
61,@GnosisGuild,20,@ckurdziel,19,TRUE,7101,no ens,
62,@GnosisGuild,20,@Azrkhr,10,TRUE,7101,no ens,
63,@GnosisGuild,20,@mattlovan,2,TRUE,7101,no ens,
64,@banklessDAO,20,@Obstropolos,1120,TRUE,7037,no ens,
65,@banklessDAO,20,@trent_vanepps,930,TRUE,7037,no ens,
66,@banklessDAO,20,@StatefulWorks,660,TRUE,7037,no ens,
67,@banklessDAO,20,@0x_Lucas,500,TRUE,7037,no ens,
68,@banklessDAO,20,@stephenpdiesel,400,TRUE,7037,no ens,
69,@banklessDAO,20,@masonnystrom,400,TRUE,7037,no ens,
70,@banklessDAO,20,@belGIANgwaffles,300,TRUE,7037,no ens,
71,@banklessDAO,20,@Cooopahtroopa,250,TRUE,7037,no ens,
72,@banklessDAO,20,@spencernoon,250,TRUE,7037,no ens,
73,@banklessDAO,20,@DHannum8,200,TRUE,7037,no ens,
74,@banklessDAO,20,@andrewhong5297,200,TRUE,7037,no ens,
75,@banklessDAO,20,@getty_hill,150,TRUE,7037,no ens,
76,@banklessDAO,20,@strangechances,140,TRUE,7037,no ens,
77,@banklessDAO,20,@Nogoodtwts,102,TRUE,7037,no ens,
78,@banklessDAO,20,@FWBtweets,100,TRUE,7037,no ens,
79,@banklessDAO,20,@ecrivaine_k,100,TRUE,7037,no ens,
80,@banklessDAO,20,@stephensonhmatt,100,TRUE,7037,no ens,
81,@banklessDAO,20,@RoninImperial,80,TRUE,7037,no ens,
82,@banklessDAO,20,@mkriak,70,TRUE,7037,no ens,
83,@banklessDAO,20,@serglotz,70,TRUE,7037,no ens,
84,@banklessDAO,20,@beaugunderson,65,TRUE,7037,no ens,
85,@banklessDAO,20,@Azrkhr,60,TRUE,7037,no ens,
86,@banklessDAO,20,@29942611Amy,60,TRUE,7037,no ens,
87,@banklessDAO,20,@like_a_bitcoin,60,TRUE,7037,no ens,
88,@banklessDAO,20,@j_humenansky,50,TRUE,7037,no ens,
89,@banklessDAO,20,@tracydetg,50,TRUE,7037,no ens,
90,@banklessDAO,20,@zydetg,50,TRUE,7037,no ens,
91,@banklessDAO,20,@ethan_ill,50,TRUE,7037,no ens,
92,@banklessDAO,20,@WPeaster,50,TRUE,7037,no ens,
93,@banklessDAO,20,@thisisthetruth,50,TRUE,7037,no ens,
94,@banklessDAO,20,@Houses,50,TRUE,7037,no ens,
95,@banklessDAO,20,@jwillmiller,40,TRUE,7037,no ens,
96,@banklessDAO,20,@Tracy556677,30,TRUE,7037,no ens,
97,@banklessDAO,20,@limindu1,30,TRUE,7037,no ens,
98,@banklessDAO,20,@frogmonkee,30,TRUE,7037,no ens,
99,@banklessDAO,20,@lwsnbaker,30,TRUE,7037,no ens,
100,@banklessDAO,20,@riversidemetal1,20,TRUE,7037,no ens,
101,@banklessDAO,20,@johnnysack33,20,TRUE,7037,no ens,
102,@banklessDAO,20,@GuptaMusings,20,TRUE,7037,no ens,
103,@banklessDAO,20,@catalogworks,10,TRUE,7037,no ens,
104,@banklessDAO,20,@fkpxls,10,TRUE,7037,no ens,
105,@banklessDAO,20,@natemodi,10,TRUE,7037,no ens,
106,@banklessDAO,20,@Musfiq29870467,10,TRUE,7037,no ens,
107,@banklessDAO,20,@cortesja,10,TRUE,7037,no ens,
108,@banklessDAO,20,@RushVarela,10,TRUE,7037,no ens,
109,@banklessDAO,20,@hvdsonofficial,5,TRUE,7037,no ens,
110,@banklessDAO,20,@DecimalLove,5,TRUE,7037,no ens,
111,@banklessDAO,20,@pswgnr,5,TRUE,7037,no ens,
112,@banklessDAO,20,@selimimoberdorf,5,TRUE,7037,no ens,
113,@banklessDAO,20,@Viar_io,5,TRUE,7037,no ens,
114,@banklessDAO,20,@petra_fran,5,TRUE,7037,no ens,
115,@banklessDAO,20,@mikedotexe,3,TRUE,7037,no ens,
116,@banklessDAO,20,@TheTakenUser,3,TRUE,7037,no ens,
117,@banklessDAO,20,@zachjabri,1,TRUE,7037,no ens,
118,@banklessDAO,20,@wesleytate,1,TRUE,7037,no ens,
119,@banklessDAO,20,@quiet_nani,1,TRUE,7037,no ens,
120,@banklessDAO,20,@iodave,1,TRUE,7037,no ens,
121,@KrauseHouseDAO,20,@benschecter,1530,TRUE,7034,krausehouse.mirror.xyz,
122,@KrauseHouseDAO,20,@jstn,1120,TRUE,7034,krausehouse.mirror.xyz,
123,@KrauseHouseDAO,20,@adamludwin,1050,TRUE,7034,krausehouse.mirror.xyz,
124,@KrauseHouseDAO,20,@dhof,1010,TRUE,7034,krausehouse.mirror.xyz,
125,@KrauseHouseDAO,20,@jaesmail,500,TRUE,7034,krausehouse.mirror.xyz,
126,@KrauseHouseDAO,20,@rabbithole_gg,500,TRUE,7034,krausehouse.mirror.xyz,
127,@KrauseHouseDAO,20,@SpaceXponential,300,TRUE,7034,krausehouse.mirror.xyz,
128,@KrauseHouseDAO,20,@CreatorCabins,200,TRUE,7034,krausehouse.mirror.xyz,
129,@KrauseHouseDAO,20,@Cooopahtroopa,150,TRUE,7034,krausehouse.mirror.xyz,
130,@KrauseHouseDAO,20,@getprsm,90,TRUE,7034,krausehouse.mirror.xyz,
131,@KrauseHouseDAO,20,@______jpg______,70,TRUE,7034,krausehouse.mirror.xyz,
132,@KrauseHouseDAO,20,@thycommodore,60,TRUE,7034,krausehouse.mirror.xyz,
133,@KrauseHouseDAO,20,@tracydetg,50,TRUE,7034,krausehouse.mirror.xyz,
134,@KrauseHouseDAO,20,@Online_workflow,50,TRUE,7034,krausehouse.mirror.xyz,
135,@KrauseHouseDAO,20,@zydetg,40,TRUE,7034,krausehouse.mirror.xyz,
136,@KrauseHouseDAO,20,@29942611Amy,40,TRUE,7034,krausehouse.mirror.xyz,
137,@KrauseHouseDAO,20,@RattyMouseman,40,TRUE,7034,krausehouse.mirror.xyz,
138,@KrauseHouseDAO,20,@hubbersnaks,40,TRUE,7034,krausehouse.mirror.xyz,
139,@KrauseHouseDAO,20,@GladRobot,30,TRUE,7034,krausehouse.mirror.xyz,
140,@KrauseHouseDAO,20,@kj13ennett,30,TRUE,7034,krausehouse.mirror.xyz,
141,@KrauseHouseDAO,20,@Tracy556677,30,TRUE,7034,krausehouse.mirror.xyz,
142,@KrauseHouseDAO,20,@chrismartz,15,TRUE,7034,krausehouse.mirror.xyz,
143,@KrauseHouseDAO,20,@TannirSami,10,TRUE,7034,krausehouse.mirror.xyz,
144,@KrauseHouseDAO,20,@flexxchapman,10,TRUE,7034,krausehouse.mirror.xyz,
145,@KrauseHouseDAO,20,@just_norm,10,TRUE,7034,krausehouse.mirror.xyz,
146,@KrauseHouseDAO,20,@KrauseHouseDAO,10,TRUE,7034,krausehouse.mirror.xyz,
147,@KrauseHouseDAO,20,@sachinj_,10,TRUE,7034,krausehouse.mirror.xyz,
148,@KrauseHouseDAO,20,@Yekim_o,10,TRUE,7034,krausehouse.mirror.xyz,
149,@KrauseHouseDAO,20,@Lewwwk,10,TRUE,7034,krausehouse.mirror.xyz,
150,@KrauseHouseDAO,20,@iodave,9,TRUE,7034,krausehouse.mirror.xyz,
151,@KrauseHouseDAO,20,@petra_fran,5,TRUE,7034,krausehouse.mirror.xyz,
152,@KrauseHouseDAO,20,@TheTakenUser,3,TRUE,7034,krausehouse.mirror.xyz,
153,@KrauseHouseDAO,20,@mattlovan,2,TRUE,7034,krausehouse.mirror.xyz,
154,@ampl3d,20,@forefront__,1030,TRUE,6845,club.mirror.xyz,
155,@ampl3d,20,@rara_social,1020,TRUE,6845,club.mirror.xyz,
156,@ampl3d,20,@mybellalogica,740,TRUE,6845,club.mirror.xyz,
157,@ampl3d,20,@LEAVINGRECORDS,500,TRUE,6845,club.mirror.xyz,
158,@ampl3d,20,@thattallguy,500,TRUE,6845,club.mirror.xyz,
159,@ampl3d,20,@seedclubhq,500,TRUE,6845,club.mirror.xyz,
160,@ampl3d,20,@LizHagelthorn,480,TRUE,6845,club.mirror.xyz,
161,@ampl3d,20,@jaesmail,300,TRUE,6845,club.mirror.xyz,
162,@ampl3d,20,@matdryhurst,250,TRUE,6845,club.mirror.xyz,
163,@ampl3d,20,@quiettheory,250,TRUE,6845,club.mirror.xyz,
164,@ampl3d,20,@DHannum8,250,TRUE,6845,club.mirror.xyz,
165,@ampl3d,20,@catalogworks,240,TRUE,6845,club.mirror.xyz,
166,@ampl3d,20,@CreatorCabins,220,TRUE,6845,club.mirror.xyz,
167,@ampl3d,20,@Cooopahtroopa,150,TRUE,6845,club.mirror.xyz,
168,@ampl3d,20,@belGIANgwaffles,100,TRUE,6845,club.mirror.xyz,
169,@ampl3d,20,@Saaamsonite,60,TRUE,6845,club.mirror.xyz,
170,@ampl3d,20,@loftradio_,50,TRUE,6845,club.mirror.xyz,
171,@ampl3d,20,@FWBtweets,50,TRUE,6845,club.mirror.xyz,
172,@ampl3d,20,@jzstern,40,TRUE,6845,club.mirror.xyz,
173,@ampl3d,20,@mikemckain_,40,TRUE,6845,club.mirror.xyz,
174,@ampl3d,20,@lwsnbaker,30,TRUE,6845,club.mirror.xyz,
175,@ampl3d,20,@JonathanHillis,30,TRUE,6845,club.mirror.xyz,
176,@ampl3d,20,@Alex_Siber,15,TRUE,6845,club.mirror.xyz,
177,@Jad_AE,20,@digitlartifacts,1090,TRUE,6761,jad.mirror.xyz,
178,@Jad_AE,20,@sariazout,1080,TRUE,6761,jad.mirror.xyz,
179,@Jad_AE,20,@Nogoodtwts,700,TRUE,6761,jad.mirror.xyz,
180,@Jad_AE,20,@yup_io,550,TRUE,6761,jad.mirror.xyz,
181,@Jad_AE,20,@mybellalogica,500,TRUE,6761,jad.mirror.xyz,
182,@Jad_AE,20,@songcampdotband,440,TRUE,6761,jad.mirror.xyz,
183,@Jad_AE,20,@jaesmail,350,TRUE,6761,jad.mirror.xyz,
184,@Jad_AE,20,@SpaceXponential,347,TRUE,6761,jad.mirror.xyz,
185,@Jad_AE,20,@markredito,340,TRUE,6761,jad.mirror.xyz,
186,@Jad_AE,20,@LilaShroff,300,TRUE,6761,jad.mirror.xyz,
187,@Jad_AE,20,@catalogworks,250,TRUE,6761,jad.mirror.xyz,
188,@Jad_AE,20,@quiettheory,200,TRUE,6761,jad.mirror.xyz,
189,@Jad_AE,20,@matthewchaim,150,TRUE,6761,jad.mirror.xyz,
190,@Jad_AE,20,@Jad_AE,123,TRUE,6761,jad.mirror.xyz,
191,@Jad_AE,20,@blueberrymarie,50,TRUE,6761,jad.mirror.xyz,
192,@Jad_AE,20,@jubrilade_,40,TRUE,6761,jad.mirror.xyz,
193,@Jad_AE,20,@ive77i,40,TRUE,6761,jad.mirror.xyz,
194,@Jad_AE,20,@strangechances,35,TRUE,6761,jad.mirror.xyz,
195,@Jad_AE,20,@troels_a,25,TRUE,6761,jad.mirror.xyz,
196,@Jad_AE,20,@prakharshivam,25,TRUE,6761,jad.mirror.xyz,
197,@Jad_AE,20,@johnnymalandras,20,TRUE,6761,jad.mirror.xyz,
198,@Jad_AE,20,@hvdsonofficial,20,TRUE,6761,jad.mirror.xyz,
199,@Jad_AE,20,@noskovvkirill,20,TRUE,6761,jad.mirror.xyz,
200,@Jad_AE,20,@brandonbaraban,10,TRUE,6761,jad.mirror.xyz,
201,@Jad_AE,20,@eshita,10,TRUE,6761,jad.mirror.xyz,
202,@Jad_AE,20,@hhg2288,10,TRUE,6761,jad.mirror.xyz,
203,@Jad_AE,20,@c_lemp,10,TRUE,6761,jad.mirror.xyz,
204,@Jad_AE,20,@koodos,10,TRUE,6761,jad.mirror.xyz,
205,@Jad_AE,20,@rae_kwak_,10,TRUE,6761,jad.mirror.xyz,
206,@Jad_AE,20,@EricCMack,3,TRUE,6761,jad.mirror.xyz,
207,@Jad_AE,20,@topshelfrecords,3,TRUE,6761,jad.mirror.xyz,
208,@angelofuture,20,@whatdotcd,1130,TRUE,6567,angelo.mirror.xyz,
209,@angelofuture,20,@_EricHu,1060,TRUE,6567,angelo.mirror.xyz,
210,@angelofuture,20,@alexxzzhang,1050,TRUE,6567,angelo.mirror.xyz,
211,@angelofuture,20,@lilmiquela,1030,TRUE,6567,angelo.mirror.xyz,
212,@angelofuture,20,@Houses,800,TRUE,6567,angelo.mirror.xyz,
213,@angelofuture,20,@FWBtweets,500,TRUE,6567,angelo.mirror.xyz,
214,@angelofuture,20,@raihan_,370,TRUE,6567,angelo.mirror.xyz,
215,@angelofuture,20,@Cooopahtroopa,280,TRUE,6567,angelo.mirror.xyz,
216,@angelofuture,20,@CryptoCosmicOwl,140,TRUE,6567,angelo.mirror.xyz,
217,@angelofuture,20,@DrewCoffman,111,TRUE,6567,angelo.mirror.xyz,
218,@angelofuture,20,@strollinghome,60,TRUE,6567,angelo.mirror.xyz,
219,@angelofuture,20,@angelofuture,10,TRUE,6567,angelo.mirror.xyz,
220,@angelofuture,20,@idislikebrian,10,TRUE,6567,angelo.mirror.xyz,
221,@angelofuture,20,@hvdsonofficial,10,TRUE,6567,angelo.mirror.xyz,
222,@angelofuture,20,@TaylorSizem_re,5,TRUE,6567,angelo.mirror.xyz,
223,@angelofuture,20,@moredillon,1,TRUE,6567,angelo.mirror.xyz,
